Institute,Program,Degree,Quota,Category,Gender,Opening_Rank,Closing_Rank
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,74656,79592,74656,79592
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Female-only,(including,Supernumerary),77466,80128
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Gender-Neutral,253114,266565,253114,266565
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Female-only,(including,Supernumerary),246637,246637
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Home State,ST Gender-Neutral,527426,548674,527426,548674
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,22116,26132,22116,26132
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),31763,42334
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,26605,28304,26605,28304
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),47413,50819
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,27145,30546,27145,30546
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),45718,50548
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,90103,103169,90103,103169
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Female-only,(including,Supernumerary),152534,158886
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,ST Gender-Neutral,97313,153949,97313,153949
National Institute of Technology Agartala Computer Science and Engineering,"(4 Years,",Bachelor of Technology) Other State,ST Female-only,(including,Supernumerary),264024,264024
National Institute of Technology Agartala Computer Science and Engineering,for DASA-CIWG,"(4 Years, Bachelor of Technology)",DASA-CIWG OPEN,Gender-Neutral,717697,717697,931692
"National Institute of Technology Agartala Electrical Engineering (4 Years,",Bachelor of,Technology) Home State OPEN Female-only,(including Supernumerary),122396,126266,122396,126266
"National Institute of Technology Agartala Electrical Engineering (4 Years,",Bachelor of,Technology) Home State SC Female-only,(including Supernumerary),369616,423593,369616,423593
"National Institute of Technology Agartala Electrical Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),47556,66055,47556,66055
"National Institute of Technology Agartala Electrical Engineering (4 Years,",Bachelor of,Technology) Other State EWS Female-only,(including Supernumerary),70075,70075,70075,70075
"National Institute of Technology Agartala Electrical Engineering (4 Years,",Bachelor of,Technology) Other State OBC-NCL Female-only,(including Supernumerary),70337,72740,70337,72740
"National Institute of Technology Agartala Electrical Engineering (4 Years,",Bachelor of,Technology) Other State SC Female-only,(including Supernumerary),203410,204204,203410,204204
"National Institute of Technology Agartala Electrical Engineering (4 Years,",Bachelor of,Technology) Other State ST Female-only,(including Supernumerary),323214,323214,323214,323214
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,94430,112378,94430,112378
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Female-only,(including,Supernumerary),98551,111217
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Female-only,(including,Supernumerary),329124,350173
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,ST Gender-Neutral,545182,741573,545182,741573
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Home State,ST Female-only,(including,Supernumerary),545012,545012
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,28787,31543,28787,31543
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),47565,56736
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,31570,35331,31570,35331
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),58355,58355
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,32763,37369,32763,37369
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),57477,62797
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,112698,118559,112698,118559
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Female-only,(including,Supernumerary),179345,202066
National Institute of Technology Agartala Electronics and Communication Engineering,"(4 Years,",Bachelor of Technology) Other State,ST Gender-Neutral,165159,220355,165159,220355
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) All India,ST Gender-Neutral,202162,265732,202162,265732
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Gender-Neutral,115615,160944,115615,160944
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Home State,OPEN Female-only,(including,Supernumerary),131052,131052
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Home State,EWS Gender-Neutral,1219167,1219167,1219167,1219167
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Home State,SC Gender-Neutral,427026,434140,427026,434140
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Home State,ST Gender-Neutral,771130,1064632,771130,1064632
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Gender-Neutral,38104,42765,38104,42765
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Other State,OPEN Female-only,(including,Supernumerary),61254,64054
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Gender-Neutral,45754,46429,45754,46429
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Other State,EWS Female-only,(including,Supernumerary),69969,69969
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Gender-Neutral,43403,50454,43403,50454
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Other State,OBC-NCL Female-only,(including,Supernumerary),73992,84299
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Other State,SC Gender-Neutral,126373,146848,126373,146848
National Institute of Technology Agartala Electronics and Instrumentation Engineering,"(4 Years,",Bachelor of Technology) Other State,ST Gender-Neutral,267894,268293,267894,268293
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),All India,EWS,Gender-Neutral,79776,79776
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),All India,ST,Gender-Neutral,363528,397006
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Home State,OPEN,Gender-Neutral,341573,384903
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Home State,SC,Gender-Neutral,531531,949243
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,OPEN,Gender-Neutral,63003,67905
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,EWS,(PwD),1190789,1190789
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,OBC-NCL,Gender-Neutral,72665,77508
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,SC,Gender-Neutral,205976,210814
"National Institute of Technology Agartala Engineering Physics (5 Years,",Bachelor and,Master of Technology (Dual Degree)),Other State,ST,Gender-Neutral,421326,421326
National Institute of Technology Agartala Mathematics & Computing (5,"Years, Bachelor",of Science and Master of,Science (Dual,Degree)),All,51013,51013
National Institute of Technology Agartala Mathematics & Computing (5,"Years, Bachelor",of Science and Master of,Science (Dual,Degree)),All,309928,341129
National Institute of Technology Agartala Mathematics & Computing (5,"Years, Bachelor",of Science and Master of,Science (Dual,Degree)),Home,320172,407321
National Institute of Technology Agartala Mathematics & Computing (5,"Years, Bachelor",of Science and Master of,Science (Dual,Degree)),Home,543649,543649
National Institute of Technology Agartala Mathematics & Computing (5,"Years, Bachelor",of Science and Master of,Science (Dual,Degree)),Other,38759,47531
National Institute of Technology Agartala Mathematics & Computing (5,"Years, Bachelor",of Science and Master of,Science (Dual,Degree)),Other,56474,58071
National Institute of Technology Agartala Mathematics & Computing (5,"Years, Bachelor",of Science and Master of,Science (Dual,Degree)),Other,49357,61742
National Institute of Technology Agartala Mathematics & Computing (5,"Years, Bachelor",of Science and Master of,Science (Dual,Degree)),Other,137688,161554
National Institute of Technology Agartala Mathematics & Computing (5,"Years, Bachelor",of Science and Master of,Science (Dual,Degree)),Other,367328,367328
"National Institute of Technology Agartala Mechanical Engineering (4 Years,",Bachelor of,Technology) All India ST Female-only,(including Supernumerary),254160,335408,254160,335408
"National Institute of Technology Agartala Mechanical Engineering (4 Years,",Bachelor of,Technology) Home State SC Female-only,(including Supernumerary),539882,580157,539882,580157
"National Institute of Technology Agartala Mechanical Engineering (4 Years,",Bachelor of,Technology) Home State ST Female-only,(including Supernumerary),914067,914067,914067,914067
"National Institute of Technology Agartala Mechanical Engineering (4 Years,",Bachelor of,Technology) Other State OPEN Female-only,(including Supernumerary),72425,87920,72425,87920
